Feature,CPF,Disting,Distinct,Feat_Length,BR_Label,WB_Label,Feat_Source,Toddler_Access,SD_Toddler_Access_Ratings,N_Toddler_Access_Ratings
is_boring,1,D,1,9,encyclopaedic,evaluation,LLAMA,2.83,1.76,41
is_box_shaped,2,D,0.5,13,visual-form_and_surface,external_surface_property,MCSM,4.11,1.97,37
is_braided,1,D,1,10,visual-form_and_surface,external_surface_property,MCSM,3.59,1.55,39
is_brave,1,D,1,8,encyclopaedic,evaluation,LLAMA,4.22,1.82,41
is_breakable,16,ND,0.062,12,encyclopaedic,systemic_property,MCSM,4.97,1.72,37
is_bright,7,ND,0.143,9,visual-form_and_surface,external_surface_property,MCSM,5.61,1.48,38
is_brown,68,ND,0.015,8,visual-colour,external_surface_property,MCSM,5.75,1.78,36
is_bulletproof,2,D,0.5,14,encyclopaedic,systemic_property,MCSM,2.24,1.78,38
is_burnt,1,D,1,8,visual-form_and_surface,external_surface_property,LLAMA,3.78,1.57,37
is_businesslike,1,D,1,15,encyclopaedic,systemic_property,MCSM,2.66,1.77,41
is_busy,1,D,1,7,encyclopaedic,systemic_property,LLAMA,3.05,1.88,40
is_buttery,1,D,1,10,taste,systemic_property,LLAMA,3.49,1.52,37
is_carbonated,2,D,0.5,13,encyclopaedic,systemic_property,LLAMA,2.79,1.85,39
is_caring,2,D,0.5,9,encyclopaedic,evaluation,LLAMA,5.32,1.83,38
is_casual,2,D,0.5,9,encyclopaedic,systemic_property,MCSM,2.12,1.82,42
is_caught_in_nets,2,D,0.5,17,function,action,MCSM,2.5,1.64,38
is_chapped,1,D,1,10,visual-form_and_surface,external_surface_property,LLAMA,2.24,1.16,37
is_cheap,1,D,1,8,encyclopaedic,evaluation,MCSM,2.06,1.58,36
is_chewable,2,D,0.5,11,encyclopaedic,systemic_property,LLAMA,4.95,1.64,41
is_chewy,2,D,0.5,8,tactile,internal_surface_property,LLAMA,5.13,1.78,39
is_chunky,1,D,1,9,tactile,internal_surface_property,LLAMA,3.73,2.06,41
is_churned,1,D,1,10,encyclopaedic,origin,LLAMA,2.12,1.51,40
is_citrus,6,ND,0.167,9,encyclopaedic,systemic_property,MCSM,2.54,1.55,82
is_classy,1,D,1,9,encyclopaedic,evaluation,LLAMA,2.29,1.65,41
is_clear,6,ND,0.167,8,visual-colour,external_surface_property,MCSM,3.82,1.74,38
is_climbed,3,ND,0.333,10,function,action,MCSM,5.18,1.25,38
is_closed_by_twisting,1,D,1,21,function,action,MCSM,4.63,1.68,35
is_cloudy,1,D,1,9,visual-form_and_surface,external_surface_property,LLAMA,5.47,1.52,36
is_cold,16,ND,0.062,7,tactile,external_surface_property,MCSM,5.94,1.33,36
is_colourful,26,ND,0.038,12,visual-colour,external_surface_property,MCSM,5.47,1.27,38
is_comfortable,21,ND,0.048,14,tactile,evaluation,MCSM,4.71,1.97,38
is_comforting,1,D,1,13,encyclopaedic,affect_emotion,LLAMA,4.89,2.05,36
is_common,1,D,1,9,encyclopaedic,evaluation,MCSM,2.84,1.62,38
is_competitive,1,D,1,14,encyclopaedic,systemic_property,LLAMA,2.27,1.37,37
is_convenient,1,D,1,13,encyclopaedic,evaluation,MCSM,2.78,1.59,36
is_convertible,1,D,1,14,encyclopaedic,systemic_property,MCSM,1.95,0.99,40
is_cool,1,D,1,7,tactile,external_surface_property,MCSM,3.9,1.81,40
is_cozy,2,D,0.5,7,tactile,evaluation,MCSM,3.61,1.94,38
is_creamy,4,ND,0.25,9,tactile,internal_surface_property,LLAMA,4.05,1.9,39
is_creepy,1,D,1,9,encyclopaedic,evaluation,LLAMA,4.98,1.78,41
is_crispy,2,D,0.5,9,encyclopaedic,external_surface_property,LLAMA,4.38,1.85,37
is_crocheted,1,D,1,12,encyclopaedic,origin,LLAMA,2.49,1.95,37
is_crowded,3,ND,0.333,10,visual-form_and_surface,internal_surface_property,MCSM,3.82,1.89,39
is_crumbly,1,D,1,10,visual-form_and_surface,external_surface_property,LLAMA,4.58,1.65,36
is_crunchy,18,ND,0.056,10,tactile,internal_surface_property,MCSM,5.41,1.64,37
is_cuddly,3,ND,0.333,9,tactile,evaluation,MCSM,5.3,1.52,43
is_curly,1,D,1,8,visual-form_and_surface,external_surface_property,LLAMA,4.83,1.57,77
is_curved,4,ND,0.25,9,visual-form_and_surface,external_surface_property,MCSM,3.59,2.03,37
is_cut,2,D,0.5,6,encyclopaedic,systemic_property,LLAMA,5.19,1.49,36
is_cute,14,ND,0.071,7,encyclopaedic,evaluation,MCSM,5.08,1.78,38
is_cylindrical,1,D,1,14,visual-form_and_surface,external_surface_property,MCSM,2.69,1.89,36
is_damp,2,D,0.5,7,tactile,internal_surface_property,MCSM,2.47,1.57,77
is_dangerous,41,ND,0.024,12,encyclopaedic,systemic_property,MCSM,4.89,1.97,38
is_dark,7,ND,0.143,7,visual-colour,external_surface_property,MCSM,5.33,1.79,72
is_darned,1,D,1,9,encyclopaedic,origin,MCSM,2.03,1.85,38
is_decorative,9,ND,0.111,13,encyclopaedic,evaluation,MCSM,2.51,1.62,39
is_deep,1,D,1,7,visual-form_and_surface,external_surface_property,LLAMA,3.94,2.14,36
is_delicate,1,D,1,11,encyclopaedic,systemic_property,MCSM,3.2,1.65,40
is_delicious,3,ND,0.333,12,taste,internal_surface_property,MCSM,5.62,1.74,39
is_destructive,3,ND,0.333,14,encyclopaedic,evaluation,MCSM,3.46,1.6,35
is_diet,1,D,1,7,encyclopaedic,internal_surface_property,LLAMA,2.27,1.67,71
is_difficult,2,D,0.5,12,encyclopaedic,evaluation,LLAMA,3.89,1.75,38
is_dirty,15,ND,0.067,8,visual-form_and_surface,external_surface_property,MCSM,5.57,1.69,37
is_disposable,3,ND,0.333,13,encyclopaedic,systemic_property,MCSM,3.25,1.88,40
is_domestic,5,ND,0.2,11,encyclopaedic,systemic_property,MCSM,2.56,1.98,36
is_dominant,1,D,1,11,encyclopaedic,systemic_property,LLAMA,2.23,1.58,39
is_dressed_up,1,D,1,13,encyclopaedic,external_surface_property,LLAMA,4.35,1.67,37
is_dressy,1,D,1,9,encyclopaedic,systemic_property,MCSM,3.8,1.73,40
is_dried,2,D,0.5,8,visual-form_and_surface,external_surface_property,MCSM,2.58,1.58,40
is_dry,1,D,1,6,tactile,internal_surface_property,LLAMA,3.98,1.98,40
is_durable,1,D,1,10,encyclopaedic,systemic_property,MCSM,1.44,0.93,43
is_dusty,2,D,0.5,8,visual-form_and_surface,external_surface_property,MCSM,3.21,2.03,33
is_dyed,1,D,1,7,visual-form_and_surface,external_surface_property,LLAMA,1.89,1.41,37
is_earned,1,D,1,9,encyclopaedic,action,LLAMA,2.92,1.95,39
is_easily_lost,3,ND,0.333,14,encyclopaedic,systemic_property,MCSM,3.32,1.75,37
is_eaten/drank_cold,9,ND,0.111,19,function,action,LLAMA,4.81,1.82,36
is_eaten/drank_hot,8,ND,0.125,18,function,action,LLAMA,4.5,1.78,38
is_edible,99,ND,0.01,9,function,function,MCSM,5.55,1.54,40
is_educational,1,D,1,14,encyclopaedic,systemic_property,LLAMA,2.08,1.57,36
is_efficient,1,D,1,12,encyclopaedic,evaluation,MCSM,1.98,1.66,40
is_elderly,4,ND,0.25,10,encyclopaedic,systemic_property,LLAMA,4.26,2.08,38
is_electrical,25,ND,0.04,13,visual-form_and_surface,internal_surface_property,MCSM,3.33,1.82,36
is_electronic,3,ND,0.333,13,visual-form_and_surface,internal_surface_property,MCSM,3.69,2.1,36
is_elegant,1,D,1,10,encyclopaedic,evaluation,MCSM,2.46,1.75,35
is_emptied,2,D,0.5,10,function,action,MCSM,4.41,1.96,39
is_endangered,5,ND,0.2,13,encyclopaedic,systemic_property,MCSM,2.15,1.49,40
is_engraved,1,D,1,11,visual-form_and_surface,external_surface_property,MCSM,2.35,1.74,74
is_erasable,1,D,1,11,encyclopaedic,systemic_property,MCSM,3.46,1.85,37
is_erect,1,D,1,8,encyclopaedic,systemic_property,LLAMA,2.17,1.65,36
is_essential_for_good_health,1,D,1,28,encyclopaedic,systemic_property,LLAMA,2.19,1.09,36
is_exciting,1,D,1,11,encyclopaedic,evaluation,LLAMA,3.89,1.89,35
is_expensive,25,ND,0.04,12,encyclopaedic,systemic_property,MCSM,1.79,1.09,38
is_fancy,1,D,1,8,encyclopaedic,evaluation,MCSM,3.39,1.68,36
is_far_away,1,D,1,11,encyclopaedic,location,LLAMA,4.46,2.1,37
is_fashionable,7,ND,0.143,14,encyclopaedic,evaluation,MCSM,2.53,1.89,36
is_fast,37,ND,0.027,7,visual-motion,systemic_property,MCSM,5.32,1.71,38
is_fat,5,ND,0.2,6,visual-form_and_surface,external_surface_property,MCSM,5.08,1.75,40
is_female,9,ND,0.111,9,encyclopaedic,systemic_property,LLAMA,4.57,1.97,37
is_feminine,3,ND,0.333,11,encyclopaedic,systemic_property,MCSM,2.92,1.78,38
is_ferocious,2,D,0.5,12,encyclopaedic,systemic_property,MCSM,3.97,1.99,38
is_fiction,2,D,0.5,10,taxonomic,subordinate,LLAMA,2.36,2.1,33
is_fixed_by_dentists,1,D,1,20,encyclopaedic,participant,LLAMA,3.71,1.94,38
is_fizzy,2,D,0.5,8,encyclopaedic,systemic_property,LLAMA,4.62,1.65,34
is_flat,13,ND,0.077,7,visual-form_and_surface,external_surface_property,MCSM,4,2.04,38
is_flesh,1,D,1,8,encyclopaedic,systemic_property,LLAMA,1.92,1.42,36
is_fluffy,8,ND,0.125,9,tactile,external_surface_property,MCSM,5.89,1.52,37
is_foldable,2,D,0.5,11,encyclopaedic,action,LLAMA,3.47,1.91,38
is_formal,3,ND,0.333,9,encyclopaedic,systemic_property,MCSM,2.45,1.74,40
is_fragile,1,D,1,10,encyclopaedic,systemic_property,LLAMA,3.42,1.62,38
is_fragrant,1,D,1,11,smell,internal_surface_property,LLAMA,4,2.19,33
is_fresh,1,D,1,8,encyclopaedic,systemic_property,LLAMA,2.59,1.82,37
is_friendly,2,D,0.5,11,encyclopaedic,evaluation,MCSM,5.05,1.65,39
is_frightening,3,ND,0.333,14,encyclopaedic,affect_emotion,MCSM,5.08,1.82,38
is_frozen,2,D,0.5,9,visual-form_and_surface,internal_surface_property,LLAMA,5,1.82,38
is_full,1,D,1,7,visual-form_and_surface,internal_surface_property,LLAMA,5.82,1.27,39
is_fun,24,ND,0.042,6,encyclopaedic,evaluation,MCSM,5.97,1.58,35
is_furnished,3,ND,0.333,12,encyclopaedic,systemic_property,MCSM,2.68,2.03,37
is_furry,25,ND,0.04,8,tactile,external_surface_property,MCSM,5.98,1.27,41
is_furry/fuzzy,3,ND,0.333,14,tactile,external_surface_property,MCSM,5.68,1.75,37
is_fuzzy/fluffy,3,ND,0.333,15,tactile,external_surface_property,MCSM,5.44,1.52,34
is_garbage,1,D,1,10,taxonomic,synonym,LLAMA,5.36,1.74,39
is_gentle,1,D,1,9,encyclopaedic,evaluation,MCSM,3.53,2.01,36
is_gold,7,ND,0.143,7,visual-colour,external_surface_property,MCSM,3.81,1.92,36
is_graceful,2,D,0.5,11,encyclopaedic,evaluation,MCSM,2.92,1.91,38
is_grainy,1,D,1,9,encyclopaedic,external_surface_property,LLAMA,2.24,1.36,38
is_greasy,2,D,0.5,9,tactile,external_surface_property,LLAMA,3.4,1.88,73
is_green,60,ND,0.017,8,visual-colour,external_surface_property,MCSM,6.14,1.16,37
is_grey,19,ND,0.053,7,visual-colour,external_surface_property,MCSM,4.94,1.84,33
is_gritty,1,D,1,9,tactile,external_surface_property,MCSM,2.4,1.52,35
is_hairy,3,ND,0.333,8,tactile,external_surface_property,MCSM,3.94,2.15,36
is_hand_held,7,ND,0.143,12,function,action,MCSM,3.64,1.84,73
is_hard,32,ND,0.031,7,tactile,external_surface_property,MCSM,5.75,1.48,72
is_hard_to_kill,1,D,1,15,encyclopaedic,systemic_property,MCSM,2.36,1.51,39
is_harvested,1,D,1,12,function,action,MCSM,2.51,1.59,39
is_healthy,15,ND,0.067,10,encyclopaedic,systemic_property,MCSM,3.71,1.8,38
is_heavy,28,ND,0.036,8,tactile,systemic_property,MCSM,4.32,1.99,37
is_helpful,1,D,1,10,encyclopaedic,evaluation,LLAMA,4.81,1.54,37
is_helpless,1,D,1,11,encyclopaedic,systemic_property,LLAMA,3.45,1.9,38
is_herbal,1,D,1,9,encyclopaedic,systemic_property,LLAMA,2.38,1.74,39
is_high,2,D,0.5,7,visual-form_and_surface,external_surface_property,MCSM,4.66,2,38
is_high_in_fat,5,ND,0.2,14,encyclopaedic,internal_component,MCSM,1.82,1.47,39
is_high_off_ground,1,D,1,18,encyclopaedic,location,MCSM,3.62,2,37
is_hit,2,D,0.5,6,visual-motion,action,LLAMA,4.03,2.02,34
is_hollow,2,D,0.5,9,visual-form_and_surface,internal_surface_property,MCSM,3.03,1.69,39
is_holy/_sacred,1,D,1,15,encyclopaedic,associated_abstract_entity,LLAMA,2.95,2.07,40
is_homemade,1,D,1,11,encyclopaedic,origin,LLAMA,2.24,1.37,75
is_hot,8,ND,0.125,6,tactile,external_surface_property,MCSM,6.14,1.34,37
is_humorous,2,D,0.5,11,encyclopaedic,systemic_property,MCSM,2.4,1.66,40
is_iced,1,D,1,7,visual-form_and_surface,internal_surface_property,LLAMA,3.92,1.84,39
is_in_center_of_town/city,1,D,1,25,encyclopaedic,location,LLAMA,2.44,1.42,34
is_independent,1,D,1,14,encyclopaedic,systemic_property,MCSM,1.97,1.6,39
is_inexpensive,1,D,1,14,encyclopaedic,systemic_property,MCSM,1.95,1.43,38
is_innocent,1,D,1,11,encyclopaedic,evaluation,LLAMA,2.89,1.84,38
is_insulated,1,D,1,12,encyclopaedic,internal_component,LLAMA,2,1.45,36
is_intelligent,2,D,0.5,14,encyclopaedic,systemic_property,MCSM,3.02,1.8,40
is_invented,1,D,1,11,encyclopaedic,systemic_property,MCSM,2.26,1.69,35
is_invisible,1,D,1,12,encyclopaedic,internal_component,LLAMA,3.49,1.67,39
is_juicy,23,ND,0.043,8,tactile,internal_surface_property,MCSM,4.27,1.77,37
is_killed,1,D,1,9,function,action,MCSM,2.98,1.83,40
is_kind,5,ND,0.2,7,encyclopaedic,evaluation,LLAMA,5.58,1.57,40
is_kissed,2,D,0.5,9,visual-motion,action,LLAMA,5.77,1.34,71
is_knee_high,2,D,0.5,12,encyclopaedic,external_surface_property,MCSM,3.8,1.81,35
is_knitted,5,ND,0.2,10,encyclopaedic,origin,MCSM,2.5,1.7,38
is_knowledgeable,1,D,1,16,encyclopaedic,evaluation,LLAMA,3.58,1.97,38
is_labor,1,D,1,8,taxonomic,synonym,LLAMA,2.1,1.52,39
is_lacy,2,D,0.5,7,visual-form_and_surface,external_surface_property,MCSM,2.35,1.51,37
is_laid,1,D,1,7,encyclopaedic,action,LLAMA,NA,NA,NA
is_large,123,ND,0.008,8,visual-form_and_surface,external_surface_property,MCSM,5.28,1.88,36
is_launched,1,D,1,11,function,action,MCSM,2.32,1.49,37
is_leafy,2,D,0.5,8,visual-form_and_surface,external_surface_property,MCSM,4.41,1.74,39
is_lethal,3,ND,0.333,9,encyclopaedic,systemic_property,MCSM,2.71,2.04,35
is_light_weight,1,D,1,15,tactile,external_surface_property,MCSM,3.73,2.13,37
is_liquid,9,ND,0.111,9,visual-form_and_surface,external_surface_property,LLAMA,4.73,1.44,33
is_lit_by_flames,1,D,1,16,function,action,MCSM,3.21,1.95,38
is_living,1,D,1,9,encyclopaedic,entity_behavior,LLAMA,4.92,1.57,37
is_long,93,ND,0.011,7,visual-form_and_surface,external_surface_property,MCSM,4.29,1.96,35
is_long_lived,1,D,1,13,encyclopaedic,time,MCSM,2.8,1.65,40
is_long_range,1,D,1,13,encyclopaedic,systemic_property,MCSM,1.82,1.52,38
is_loud,40,ND,0.025,7,sound,external_surface_property,MCSM,5.64,1.53,36
is_loved,2,D,0.5,8,encyclopaedic,systemic_property,LLAMA,5.67,1.37,36
is_loving,4,ND,0.25,9,encyclopaedic,evaluation,LLAMA,6.05,1.37,38
is_luxurious,2,D,0.5,12,encyclopaedic,systemic_property,MCSM,2.21,1.68,38
is_magical,1,D,1,10,encyclopaedic,systemic_property,MCSM,4.61,1.94,38
is_male,8,ND,0.125,7,encyclopaedic,systemic_property,MCSM,4.92,1.93,40
is_man's_best_friend,2,D,0.5,20,encyclopaedic,systemic_property,MCSM,3.71,1.75,41
is_manual,1,D,1,9,encyclopaedic,systemic_property,MCSM,2.17,1.82,40
is_married,1,D,1,10,encyclopaedic,systemic_property,LLAMA,4.14,2.1,35
is_married_to_grandma,1,D,1,21,encyclopaedic,systemic_property,LLAMA,5.46,1.65,72
is_married_to_grandpa,1,D,1,21,encyclopaedic,systemic_property,LLAMA,4.83,1.77,41
is_masculine,1,D,1,12,encyclopaedic,systemic_property,LLAMA,2.94,1.71,36
is_massaged,1,D,1,11,visual-motion,action,LLAMA,3.23,2.03,35
is_measured_in_degrees_Celsius,1,D,1,30,function,action,MCSM,1.95,1.47,38
is_measured_in_degrees_Fahrenheit,1,D,1,33,function,action,MCSM,2.03,1.48,35
is_mechanical,1,D,1,13,encyclopaedic,systemic_property,MCSM,2.28,1.73,39
is_medieval,3,ND,0.333,11,encyclopaedic,time,MCSM,2.33,2.04,39
is_meltable,3,ND,0.333,11,function,action,MCSM,2.92,1.79,36
is_melted,1,D,1,9,function,action,MCSM,3.59,1.62,37
is_messy,2,D,0.5,8,visual-form_and_surface,internal_surface_property,MCSM,4.12,2.02,40
is_metric,1,D,1,9,encyclopaedic,systemic_property,MCSM,2.24,1.71,41
is_minty,1,D,1,8,taste,internal_surface_property,LLAMA,2.82,1.5,38
is_mobile,1,D,1,9,encyclopaedic,systemic_property,MCSM,2.68,1.65,34
is_modern,1,D,1,9,encyclopaedic,time,MCSM,2.5,1.78,38
is_moldable,1,D,1,11,encyclopaedic,systemic_property,LLAMA,3.97,2.22,37
is_moving_air,1,D,1,13,visual-motion,systemic_property,LLAMA,3.7,1.66,43
is_muddy,1,D,1,8,visual-form_and_surface,external_surface_property,MCSM,5.08,1.42,36
is_mushy,1,D,1,8,tactile,internal_surface_property,LLAMA,5.45,1.67,38
is_musty,1,D,1,8,smell,internal_surface_property,MCSM,2.13,1.4,38
is_mysterious,1,D,1,13,encyclopaedic,systemic_property,MCSM,1.76,0.99,34
is_named,1,D,1,8,encyclopaedic,systemic_property,LLAMA,3.5,1.84,40
is_nasty,1,D,1,8,encyclopaedic,evaluation,LLAMA,5.33,1.63,33
is_necessary_for_life,2,D,0.5,21,encyclopaedic,systemic_property,LLAMA,3.11,2.05,37
is_next_to_the_road,1,D,1,19,encyclopaedic,location,LLAMA,3.67,1.84,43
is_nipple_shaped,1,D,1,16,visual-form_and_surface,external_surface_property,LLAMA,4.13,2.38,38
is_non-stick,1,D,1,12,encyclopaedic,systemic_property,MCSM,3.03,1.88,34
is_nonfiction,2,D,0.5,13,taxonomic,subordinate,LLAMA,1.95,1.45,38
is_not_expensive,2,D,0.5,16,encyclopaedic,negation,MCSM,1.74,1.2,38
is_not_healthy,6,ND,0.167,14,encyclopaedic,negation,MCSM,2.83,1.66,36
is_not_illegal_to_wear,1,D,1,22,encyclopaedic,negation,MCSM,2.5,1.92,36
is_not_needed,1,D,1,13,encyclopaedic,negation,LLAMA,4.44,1.71,36
is_not_real,1,D,1,11,encyclopaedic,negation,LLAMA,3.2,1.98,35
is_nuclear,2,D,0.5,10,taxonomic,subordinate,MCSM,1.74,1.25,38
is_nurturing,1,D,1,12,encyclopaedic,systemic_property,LLAMA,4.33,2.25,67
is_nutritious,18,ND,0.056,13,encyclopaedic,systemic_property,MCSM,2.27,1.43,40
is_oily,1,D,1,7,tactile,external_surface_property,LLAMA,2.58,1.61,36
is_old,2,D,0.5,6,encyclopaedic,time,MCSM,4.94,1.51,35
is_old-fashioned,3,ND,0.333,16,encyclopaedic,evaluation,MCSM,2,1.3,39
is_older,2,D,0.5,8,encyclopaedic,systemic_property,LLAMA,5.1,1.43,39
is_on_dvd,1,D,1,9,encyclopaedic,associated_entity,LLAMA,4.2,1.69,35
is_one_cent,1,D,1,11,encyclopaedic,quantity,LLAMA,3.47,2.14,36
is_open,2,D,0.5,7,encyclopaedic,systemic_property,MCSM,3.06,2.1,35
is_opened_by_twisting,1,D,1,21,function,action,MCSM,4.76,1.84,41
is_opposite_of_a_boy,1,D,1,20,encyclopaedic,negation,LLAMA,5.1,1.85,40
is_opposite_of_dark,1,D,1,19,encyclopaedic,negation,LLAMA,4.89,2.05,71
is_orange,16,ND,0.062,9,visual-colour,external_surface_property,MCSM,6.21,1.4,38
is_orange_inside,1,D,1,16,visual-colour,internal_surface_property,MCSM,4.74,1.86,39
is_ordered/delivered,1,D,1,20,visual-motion,action,LLAMA,3.77,1.59,35
is_oval,4,ND,0.25,7,visual-form_and_surface,external_surface_property,MCSM,3.61,1.96,36
is_paid,1,D,1,7,encyclopaedic,systemic_property,LLAMA,2.6,1.5,40
is_patriotic,1,D,1,12,encyclopaedic,systemic_property,LLAMA,2.25,1.24,40
is_paved,2,D,0.5,8,visual-form_and_surface,external_surface_property,LLAMA,3.67,1.77,39
is_photosynthesized,1,D,1,19,encyclopaedic,entity_behavior,LLAMA,1.83,1.42,36
is_picked,1,D,1,9,function,action,MCSM,3.74,1.52,38
is_picked_up_by_garbage_truck,1,D,1,29,encyclopaedic,action,LLAMA,4.45,2.06,40
is_pierced,2,D,0.5,10,visual-form_and_surface,external_surface_property,LLAMA,2.53,1.5,38
is_pink,7,ND,0.143,7,visual-colour,internal_surface_property,MCSM,5.17,1.9,42
is_placed_on_laps,1,D,1,17,function,action,MCSM,3.85,2.2,40
is_placed_under_tongues,1,D,1,23,function,action,MCSM,4.53,1.89,36
is_plaid,1,D,1,8,visual-colour,external_surface_property,MCSM,2.03,1.67,35
is_played,1,D,1,9,encyclopaedic,action,LLAMA,5.37,1.78,35
is_playful,1,D,1,10,encyclopaedic,systemic_property,LLAMA,5.37,1.53,43
is_pliable,1,D,1,10,tactile,systemic_property,LLAMA,2.5,1.91,38
is_plush,1,D,1,8,tactile,external_surface_property,MCSM,2.58,1.68,40
is_poisonous,3,ND,0.333,12,encyclopaedic,systemic_property,MCSM,3.21,1.75,39
is_popular,3,ND,0.333,10,encyclopaedic,systemic_property,MCSM,1.95,1.46,43
is_portable,4,ND,0.25,11,encyclopaedic,systemic_property,MCSM,2.55,1.84,38
is_powerful,3,ND,0.333,11,encyclopaedic,evaluation,MCSM,3.08,1.84,39
is_precious,1,D,1,11,encyclopaedic,evaluation,MCSM,2.9,1.76,39
is_pretty,8,ND,0.125,9,encyclopaedic,evaluation,MCSM,5.16,1.69,38
is_prickly,2,D,0.5,10,tactile,external_surface_property,MCSM,4.39,1.48,41
is_primitive,1,D,1,12,encyclopaedic,time,MCSM,2.35,1.78,37
is_public,1,D,1,9,encyclopaedic,systemic_property,LLAMA,3.08,2.09,36
is_purple,6,ND,0.167,9,visual-colour,external_surface_property,MCSM,5.46,1.57,37
is_put_in_a_shoe,1,D,1,16,visual-motion,action,LLAMA,5.36,1.53,36
is_put_in_bags,2,D,0.5,14,visual-motion,action,LLAMA,4.55,1.74,40
is_put_in_cans,2,D,0.5,14,visual-motion,action,LLAMA,4.36,1.84,36
is_quiet,2,D,0.5,8,encyclopaedic,systemic_property,MCSM,4.26,1.96,35
is_rectangular,10,ND,0.1,14,visual-form_and_surface,external_surface_property,MCSM,3.17,1.96,35
is_recyclable,4,ND,0.25,13,encyclopaedic,systemic_property,MCSM,2.5,1.56,36
is_red,35,ND,0.029,6,visual-colour,external_surface_property,MCSM,5.74,1.85,35
is_refreshing,2,D,0.5,13,tactile,affect_emotion,LLAMA,3.51,2.29,37
is_refrigerated,2,D,0.5,15,encyclopaedic,action,LLAMA,3.67,1.96,36
is_reliable,1,D,1,11,encyclopaedic,evaluation,LLAMA,1.91,1.6,34
is_replaced,1,D,1,11,encyclopaedic,systemic_property,LLAMA,3.09,2.14,33
is_responsible,1,D,1,14,encyclopaedic,systemic_property,LLAMA,2.97,1.93,36
is_restricting,1,D,1,14,encyclopaedic,evaluation,MCSM,2.59,1.92,34
is_roasted,1,D,1,10,encyclopaedic,action,LLAMA,2,1.2,36
is_rosy,1,D,1,7,visual-colour,external_surface_property,LLAMA,3.31,1.72,39
is_rough,3,ND,0.333,8,tactile,external_surface_property,MCSM,4.22,2.06,41
is_round,102,ND,0.01,8,visual-form_and_surface,external_surface_property,MCSM,5.68,1.44,38
is_run-down,1,D,1,11,encyclopaedic,systemic_property,MCSM,3.18,2.34,33
is_safe,3,ND,0.333,7,encyclopaedic,systemic_property,LLAMA,4.05,1.76,37
is_salted,1,D,1,9,taste,internal_surface_property,LLAMA,3.24,1.68,38
is_scaly,1,D,1,8,tactile,external_surface_property,MCSM,3.18,1.78,71
is_scary,6,ND,0.167,8,encyclopaedic,affect_emotion,MCSM,4.97,1.95,74
is_scented,2,D,0.5,10,smell,external_surface_property,MCSM,3.28,1.93,39
is_scientific,1,D,1,13,encyclopaedic,systemic_property,MCSM,2.34,1.75,35
is_seen_on_television,1,D,1,21,encyclopaedic,associated_entity,LLAMA,5.44,1.48,70
is_sensed,1,D,1,9,function,action,LLAMA,3.62,1.77,39
is_serrated,1,D,1,11,tactile,external_surface_property,MCSM,2.08,1.9,40
is_sexy,3,ND,0.333,7,encyclopaedic,evaluation,MCSM,1.55,1.13,38
is_shag,1,D,1,7,tactile,external_surface_property,MCSM,2.51,1.82,39
is_sharp,20,ND,0.05,8,tactile,external_surface_property,MCSM,4.88,1.8,40
is_sharpened,1,D,1,12,function,action,MCSM,3.61,1.78,36
is_sheer,1,D,1,8,visual-form_and_surface,external_surface_property,MCSM,1.94,1.3,35
is_shiny,16,ND,0.062,8,visual-form_and_surface,external_surface_property,MCSM,5.29,1.84,38
is_short,7,ND,0.143,8,visual-form_and_surface,external_surface_property,MCSM,3.99,1.93,71
is_short-sighted,1,D,1,16,encyclopaedic,systemic_property,MCSM,2.5,1.46,36
is_short_lived,1,D,1,14,encyclopaedic,time,MCSM,2.12,1.34,34
is_silver,9,ND,0.111,9,visual-colour,external_surface_property,MCSM,3.69,1.72,39
is_sinkable,1,D,1,11,encyclopaedic,systemic_property,MCSM,3.67,1.99,40
is_slanted,1,D,1,10,visual-form_and_surface,external_surface_property,LLAMA,2.49,1.27,35
